director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,combination,actor_4_name
Kenneth Branagh,Chris Hemsworth,Natalie Portman,Anthony Hopkins,Action Adventure Fantasy,thor,Chris Hemsworth Natalie Portman Anthony Hopkins Kenneth Branagh Action Adventure Fantasy,unknown
Byron Howard,Chloë Grace Moretz,Diedrich Bader,James Lipton,Adventure Animation Comedy Drama Family,bolt,Chloë Grace Moretz Diedrich Bader James Lipton Byron Howard Adventure Animation Comedy Drama Family,unknown
Hoyt Yeatman,Kelli Garner,Piper Mackenzie Harris,Niecy Nash,Action Adventure Animation Comedy Family Fantasy Sci-Fi,g-force,Kelli Garner Piper Mackenzie Harris Niecy Nash Hoyt Yeatman Action Adventure Animation Comedy Family Fantasy Sci-Fi,unknown
Jonathan Liebesman,Liam Neeson,Edgar Ramírez,Lily James,Action Adventure Fantasy,wrath of the titans,Liam Neeson Edgar Ramírez Lily James Jonathan Liebesman Action Adventure Fantasy,unknown
Tim Burton,Johnny Depp,Chloë Grace Moretz,Christopher Lee,Comedy Fantasy Horror,dark shadows,Johnny Depp Chloë Grace Moretz Christopher Lee Tim Burton Comedy Fantasy Horror,unknown
Christopher McQuarrie,Tom Cruise,Jeremy Renner,Sean Harris,Action Adventure Thriller,mission: impossible - rogue nation,Tom Cruise Jeremy Renner Sean Harris Christopher McQuarrie Action Adventure Thriller,unknown
Joe Johnston,Anthony Hopkins,Simon Merrells,Art Malik,Drama Fantasy Horror Thriller,the wolfman,Anthony Hopkins Simon Merrells Art Malik Joe Johnston Drama Fantasy Horror Thriller,unknown
David Yates,Christoph Waltz,Alexander Skarsgård,Casper Crump,Action Adventure Drama Romance,the legend of tarzan,Christoph Waltz Alexander Skarsgård Casper Crump David Yates Action Adventure Drama Romance,unknown
Steve Hickner,Matthew Broderick,Oprah Winfrey,Rip Torn,Adventure Animation Comedy Family,bee movie,Matthew Broderick Oprah Winfrey Rip Torn Steve Hickner Adventure Animation Comedy Family,unknown
Jennifer Yuh Nelson,Angelina Jolie Pitt,Gary Oldman,Mike Bell,Action Adventure Animation Comedy Family,kung fu panda 2,Angelina Jolie Pitt Gary Oldman Mike Bell Jennifer Yuh Nelson Action Adventure Animation Comedy Family,unknown
M. Night Shyamalan,Seychelle Gabriel,Noah Ringer,Aasif Mandvi,Action Adventure Family Fantasy,the last airbender,Seychelle Gabriel Noah Ringer Aasif Mandvi M. Night Shyamalan Action Adventure Family Fantasy,unknown
J.J. Abrams,Philip Seymour Hoffman,Tom Cruise,Eddie Marsan,Action Adventure Thriller,mission: impossible iii,Philip Seymour Hoffman Tom Cruise Eddie Marsan J.J. Abrams Action Adventure Thriller,unknown
Roland Emmerich,Channing Tatum,Jake Weber,Matt Craven,Action Drama Thriller,white house down,Channing Tatum Jake Weber Matt Craven Roland Emmerich Action Drama Thriller,unknown
Simon Wells,Elisabeth Harnois,Dan Fogler,Tom Everett Scott,Action Adventure Animation Comedy Family Sci-Fi,mars needs moms,Elisabeth Harnois Dan Fogler Tom Everett Scott Simon Wells Action Adventure Animation Comedy Family Sci-Fi,unknown
David Bowers,Hugh Jackman,Kate Winslet,David Suchet,Adventure Animation Comedy Family,flushed away,Hugh Jackman Kate Winslet David Suchet David Bowers Adventure Animation Comedy Family,unknown
Joe Wright,Hugh Jackman,Cara Delevingne,Nonso Anozie,Adventure Family Fantasy,pan,Hugh Jackman Cara Delevingne Nonso Anozie Joe Wright Adventure Family Fantasy,unknown
Rob Minkoff,Ty Burrell,Zach Callison,Karan Brar,Adventure Animation Comedy Family Sci-Fi,mr. peabody & sherman,Ty Burrell Zach Callison Karan Brar Rob Minkoff Adventure Animation Comedy Family Sci-Fi,unknown
Wolfgang Petersen,Brad Pitt,Orlando Bloom,Julian Glover,Adventure,troy,Brad Pitt Orlando Bloom Julian Glover Wolfgang Petersen Adventure,unknown
Eric Darnell,Jada Pinkett Smith,Martin Short,Cedric the Entertainer,Adventure Animation Comedy Family,madagascar 3: europe's most wanted,Jada Pinkett Smith Martin Short Cedric the Entertainer Eric Darnell Adventure Animation Comedy Family,unknown
Lee Tamahori,Toby Stephens,Colin Salmon,Rick Yune,Action Adventure Thriller,die another day,Toby Stephens Colin Salmon Rick Yune Lee Tamahori Action Adventure Thriller,unknown
Paul Feig,Ed Begley Jr.,Kate McKinnon,Zach Woods,Action Comedy Fantasy Sci-Fi,ghostbusters,Ed Begley Jr. Kate McKinnon Zach Woods Paul Feig Action Comedy Fantasy Sci-Fi,unknown
Michael Bay,Bruce Willis,Steve Buscemi,Will Patton,Action Adventure Sci-Fi Thriller,armageddon,Bruce Willis Steve Buscemi Will Patton Michael Bay Action Adventure Sci-Fi Thriller,unknown
Barry Sonnenfeld,Will Smith,Rosario Dawson,Rip Torn,Action Adventure Comedy Family Fantasy Mystery Sci-Fi,men in black ii,Will Smith Rosario Dawson Rip Torn Barry Sonnenfeld Action Adventure Comedy Family Fantasy Mystery Sci-Fi,unknown
Robert Zemeckis,Robin Wright,Anthony Hopkins,Sebastian Roché,Action Adventure Animation Fantasy,beowulf,Robin Wright Anthony Hopkins Sebastian Roché Robert Zemeckis Action Adventure Animation Fantasy,unknown
Alessandro Carloni,J.K. Simmons,Angelina Jolie Pitt,Wayne Knight,Action Adventure Animation Comedy Family,kung fu panda 3,J.K. Simmons Angelina Jolie Pitt Wayne Knight Alessandro Carloni Action Adventure Animation Comedy Family,unknown
Brad Bird,Tom Cruise,Jeremy Renner,Michael Nyqvist,Action Adventure Thriller,mission: impossible - ghost protocol,Tom Cruise Jeremy Renner Michael Nyqvist Brad Bird Action Adventure Thriller,unknown
Peter Ramsey,Hugh Jackman,Kamil McFadden,Khamani Griffin,Adventure Animation Family Fantasy,rise of the guardians,Hugh Jackman Kamil McFadden Khamani Griffin Peter Ramsey Adventure Animation Family Fantasy,unknown
Dean Parisot,John Michael Higgins,Richard Burgi,David Herman,Comedy Crime,fun with dick and jane,John Michael Higgins Richard Burgi David Herman Dean Parisot Comedy Crime,unknown
Edward Zwick,Tom Cruise,Tony Goldwyn,Chad Lindberg,Action Drama History War,the last samurai,Tom Cruise Tony Goldwyn Chad Lindberg Edward Zwick Action Drama History War,unknown
Ridley Scott,Christian Bale,María Valverde,Ben Mendelsohn,Action Adventure Drama,exodus: gods and kings,Christian Bale María Valverde Ben Mendelsohn Ridley Scott Action Adventure Drama,unknown
J.J. Abrams,Chris Hemsworth,Leonard Nimoy,Bruce Greenwood,Action Adventure Sci-Fi,star trek,Chris Hemsworth Leonard Nimoy Bruce Greenwood J.J. Abrams Action Adventure Sci-Fi,unknown
Sam Raimi,J.K. Simmons,James Franco,Kirsten Dunst,Action Adventure Fantasy Romance,spider-man,J.K. Simmons James Franco Kirsten Dunst Sam Raimi Action Adventure Fantasy Romance,unknown
Dean DeBlois,Gerard Butler,Djimon Hounsou,America Ferrera,Action Adventure Animation Comedy Family Fantasy,how to train your dragon 2,Gerard Butler Djimon Hounsou America Ferrera Dean DeBlois Action Adventure Animation Comedy Family Fantasy,unknown
Alex Proyas,Gerard Butler,Elodie Yung,Bryan Brown,Action Adventure Fantasy,gods of egypt,Gerard Butler Elodie Yung Bryan Brown Alex Proyas Action Adventure Fantasy,unknown
Rob Cohen,Sam Shepard,Joe Morton,Richard Roxburgh,Action Adventure Sci-Fi Thriller,stealth,Sam Shepard Joe Morton Richard Roxburgh Rob Cohen Action Adventure Sci-Fi Thriller,unknown
Zack Snyder,Matt Frewer,Billy Crudup,Stephen McHattie,Action Drama Mystery Sci-Fi,watchmen,Matt Frewer Billy Crudup Stephen McHattie Zack Snyder Action Drama Mystery Sci-Fi,unknown
Richard Donner,Jet Li,Rene Russo,Darlene Love,Action Crime Thriller,lethal weapon 4,Jet Li Rene Russo Darlene Love Richard Donner Action Crime Thriller,unknown
Ang Lee,Kevin Rankin,Regi Davis,Celia Weston,Action Sci-Fi,hulk,Kevin Rankin Regi Davis Celia Weston Ang Lee Action Sci-Fi,unknown
Jon M. Chu,Channing Tatum,Dwayne Johnson,Elodie Yung,Action Adventure Sci-Fi Thriller,g.i. joe: retaliation,Channing Tatum Dwayne Johnson Elodie Yung Jon M. Chu Action Adventure Sci-Fi Thriller,unknown
Breck Eisner,Matthew McConaughey,Rainn Wilson,Delroy Lindo,Action Adventure Comedy Thriller,sahara,Matthew McConaughey Rainn Wilson Delroy Lindo Breck Eisner Action Adventure Comedy Thriller,unknown
Hironobu Sakaguchi,Steve Buscemi,Ming-Na Wen,Jean Simmons,Action Adventure Animation Fantasy Romance Sci-Fi,final fantasy: the spirits within,Steve Buscemi Ming-Na Wen Jean Simmons Hironobu Sakaguchi Action Adventure Animation Fantasy Romance Sci-Fi,unknown
Joe Johnston,Chris Evans,Dominic Cooper,Hayley Atwell,Action Adventure Sci-Fi,captain america: the first avenger,Chris Evans Dominic Cooper Hayley Atwell Joe Johnston Action Adventure Sci-Fi,unknown
Michael Apted,Colin Salmon,Maria Grazia Cucinotta,Desmond Llewelyn,Action Adventure Thriller,the world is not enough,Colin Salmon Maria Grazia Cucinotta Desmond Llewelyn Michael Apted Action Adventure Thriller,unknown
Peter Weir,James D'Arcy,Lee Ingleby,David Threlfall,Action Adventure Drama History War,master and commander: the far side of the world,James D'Arcy Lee Ingleby David Threlfall Peter Weir Action Adventure Drama History War,unknown
Bill Condon,Robert Pattinson,Kristen Stewart,Taylor Lautner,Adventure Drama Fantasy Romance,the twilight saga: breaking dawn - part 2,Robert Pattinson Kristen Stewart Taylor Lautner Bill Condon Adventure Drama Fantasy Romance,unknown
George Miller,Robin Williams,Brad Pitt,Common,Animation Comedy Family Musical,happy feet 2,Robin Williams Brad Pitt Common George Miller Animation Comedy Family Musical,unknown
Louis Leterrier,Ty Burrell,Peter Mensah,William Hurt,Action Adventure Sci-Fi,the incredible hulk,Ty Burrell Peter Mensah William Hurt Louis Leterrier Action Adventure Sci-Fi,unknown
unknown,Don Johnson,Philip Michael Thomas,John Diehl,Action Crime Drama Mystery Thriller,miami vice            ,Don Johnson Philip Michael Thomas John Diehl unknown Action Crime Drama Mystery Thriller,unknown
Steven Spielberg,Mark Rylance,Penelope Wilton,Rafe Spall,Adventure Family Fantasy,the bfg,Mark Rylance Penelope Wilton Rafe Spall Steven Spielberg Adventure Family Fantasy,unknown
Alejandro G. Iñárritu,Leonardo DiCaprio,Tom Hardy,Lukas Haas,Adventure Drama Thriller Western,the revenant,Leonardo DiCaprio Tom Hardy Lukas Haas Alejandro G. Iñárritu Adventure Drama Thriller Western,unknown
David Soren,Ryan Reynolds,Snoop Dogg,Ben Schwartz,Adventure Animation Comedy Family Sport,turbo,Ryan Reynolds Snoop Dogg Ben Schwartz David Soren Adventure Animation Comedy Family Sport,unknown
Gore Verbinski,Johnny Depp,Ray Winstone,Stephen Root,Adventure Animation Comedy Family Western,rango,Johnny Depp Ray Winstone Stephen Root Gore Verbinski Adventure Animation Comedy Family Western,unknown
Eric Darnell,Benedict Cumberbatch,Annet Mahendru,Andy Richter,Adventure Animation Comedy Family,penguins of madagascar,Benedict Cumberbatch Annet Mahendru Andy Richter Eric Darnell Adventure Animation Comedy Family,unknown
Paul Greengrass,Matt Damon,Edgar Ramírez,Albert Finney,Action Mystery Thriller,the bourne ultimatum,Matt Damon Edgar Ramírez Albert Finney Paul Greengrass Action Mystery Thriller,unknown
Mark Osborne,Angelina Jolie Pitt,Wayne Knight,Dan Fogler,Action Adventure Animation Comedy Family,kung fu panda,Angelina Jolie Pitt Wayne Knight Dan Fogler Mark Osborne Action Adventure Animation Comedy Family,unknown
Peyton Reed,Judy Greer,Hayley Atwell,T.I.,Action Adventure Comedy Sci-Fi,ant-man,Judy Greer Hayley Atwell T.I. Peyton Reed Action Adventure Comedy Sci-Fi,unknown
Francis Lawrence,Jennifer Lawrence,Josh Hutcherson,Sandra Ellis Lafferty,Adventure Sci-Fi Thriller,the hunger games: catching fire,Jennifer Lawrence Josh Hutcherson Sandra Ellis Lafferty Francis Lawrence Adventure Sci-Fi Thriller,unknown
Bill Condon,Robert Pattinson,Kristen Stewart,Taylor Lautner,Adventure Drama Fantasy Romance,the twilight saga: breaking dawn - part 2,Robert Pattinson Kristen Stewart Taylor Lautner Bill Condon Adventure Drama Fantasy Romance,unknown
Tim Johnson,Jim Parsons,Matt Jones,April Winchell,Adventure Animation Comedy Family Fantasy Sci-Fi,home,Jim Parsons Matt Jones April Winchell Tim Johnson Adventure Animation Comedy Family Fantasy Sci-Fi,unknown
Steven Spielberg,Tom Cruise,Lisa Ann Walter,Rick Gonzalez,Adventure Sci-Fi Thriller,war of the worlds,Tom Cruise Lisa Ann Walter Rick Gonzalez Steven Spielberg Adventure Sci-Fi Thriller,unknown
Michael Bay,Will Smith,Henry Rollins,Jordi Mollà,Action Comedy Crime Thriller,bad boys ii,Will Smith Henry Rollins Jordi Mollà Michael Bay Action Comedy Crime Thriller,unknown
Chris Miller,Salma Hayek,Constance Marie,Amy Sedaris,Action Adventure Animation Comedy Family Fantasy,puss in boots,Salma Hayek Constance Marie Amy Sedaris Chris Miller Action Adventure Animation Comedy Family Fantasy,unknown
Phillip Noyce,Angelina Jolie Pitt,Andre Braugher,August Diehl,Action Crime Mystery Thriller,salt,Angelina Jolie Pitt Andre Braugher August Diehl Phillip Noyce Action Crime Mystery Thriller,unknown
Darren Aronofsky,Anthony Hopkins,Emma Watson,Logan Lerman,Action Adventure Drama,noah,Anthony Hopkins Emma Watson Logan Lerman Darren Aronofsky Action Adventure Drama,unknown
Steven Spielberg,Toby Jones,Mackenzie Crook,Tony Curran,Action Adventure Family Mystery,the adventures of tintin,Toby Jones Mackenzie Crook Tony Curran Steven Spielberg Action Adventure Family Mystery,unknown
Alfonso Cuarón,Daniel Radcliffe,Gary Oldman,Rupert Grint,Adventure Family Fantasy Mystery,harry potter and the prisoner of azkaban,Daniel Radcliffe Gary Oldman Rupert Grint Alfonso Cuarón Adventure Family Fantasy Mystery,unknown
Baz Luhrmann,Essie Davis,Bryan Brown,Eddie Baroo,Adventure Drama Romance War,australia,Essie Davis Bryan Brown Eddie Baroo Baz Luhrmann Adventure Drama Romance War,unknown
M. Night Shyamalan,Will Smith,Zoë Kravitz,Glenn Morshower,Action Adventure Sci-Fi,after earth,Will Smith Zoë Kravitz Glenn Morshower M. Night Shyamalan Action Adventure Sci-Fi,unknown
Eric Leighton,Alfre Woodard,D.B. Sweeney,Della Reese,Adventure Animation Family Thriller,dinosaur,Alfre Woodard D.B. Sweeney Della Reese Eric Leighton Adventure Animation Family Thriller,unknown
Matt Birch,Rupert Grint,Dave Legeno,Ralph Ineson,Action Fantasy,harry potter and the deathly hallows: part ii,Rupert Grint Dave Legeno Ralph Ineson Matt Birch Action Fantasy,unknown
Shawn Levy,Robin Williams,Rami Malek,Steve Coogan,Adventure Comedy Family Fantasy,night at the museum: secret of the tomb,Robin Williams Rami Malek Steve Coogan Shawn Levy Adventure Comedy Family Fantasy,unknown
Tom McGrath,J.K. Simmons,Brad Pitt,Will Ferrell,Action Animation Comedy Family Sci-Fi,megamind,J.K. Simmons Brad Pitt Will Ferrell Tom McGrath Action Animation Comedy Family Sci-Fi,unknown
Chris Columbus,Daniel Radcliffe,Fiona Shaw,Verne Troyer,Adventure Family Fantasy,harry potter and the sorcerer's stone,Daniel Radcliffe Fiona Shaw Verne Troyer Chris Columbus Adventure Family Fantasy,unknown
Robert Schwentke,Ryan Reynolds,Jeff Bridges,Stephanie Szostak,Action Comedy Fantasy,r.i.p.d.,Ryan Reynolds Jeff Bridges Stephanie Szostak Robert Schwentke Action Comedy Fantasy,unknown
Hideaki Anno,Mark Chinnery,Shin'ya Tsukamoto,Atsuko Maeda,Action Adventure Drama Horror Sci-Fi,godzilla resurgence,Mark Chinnery Shin'ya Tsukamoto Atsuko Maeda Hideaki Anno Action Adventure Drama Horror Sci-Fi,unknown
Gore Verbinski,Johnny Depp,Orlando Bloom,Jack Davenport,Action Adventure Fantasy,pirates of the caribbean: the curse of the black pearl,Johnny Depp Orlando Bloom Jack Davenport Gore Verbinski Action Adventure Fantasy,unknown
Matt Birch,Rupert Grint,Toby Jones,Alfred Enoch,Fantasy,harry potter and the deathly hallows: part i,Rupert Grint Toby Jones Alfred Enoch Matt Birch Fantasy,unknown
Francis Lawrence,Jennifer Lawrence,Philip Seymour Hoffman,Josh Hutcherson,Adventure Sci-Fi Thriller,the hunger games: mockingjay - part 1,Jennifer Lawrence Philip Seymour Hoffman Josh Hutcherson Francis Lawrence Adventure Sci-Fi Thriller,unknown
Ron Howard,Tom Hanks,Seth Gabel,Jürgen Prochnow,Mystery Thriller,the da vinci code,Tom Hanks Seth Gabel Jürgen Prochnow Ron Howard Mystery Thriller,unknown
Carlos Saldanha,Miguel Ferrer,Rachel Crow,Jeffrey Garcia,Adventure Animation Comedy Family Musical,rio 2,Miguel Ferrer Rachel Crow Jeffrey Garcia Carlos Saldanha Adventure Animation Comedy Family Musical,unknown
Bryan Singer,Hugh Jackman,Bruce Davison,Aaron Stanford,Action Adventure Fantasy Sci-Fi Thriller,x-men 2,Hugh Jackman Bruce Davison Aaron Stanford Bryan Singer Action Adventure Fantasy Sci-Fi Thriller,unknown
Justin Lin,Paul Walker,Vin Diesel,Dwayne Johnson,Action Crime Thriller,fast five,Paul Walker Vin Diesel Dwayne Johnson Justin Lin Action Crime Thriller,unknown
Guy Ritchie,Robert Downey Jr.,Eddie Marsan,Paul Anderson,Action Adventure Crime Mystery Thriller,sherlock holmes: a game of shadows,Robert Downey Jr. Eddie Marsan Paul Anderson Guy Ritchie Action Adventure Crime Mystery Thriller,unknown
Louis Leterrier,Liam Neeson,Jason Flemyng,Alexa Davalos,Action Adventure Fantasy,clash of the titans,Liam Neeson Jason Flemyng Alexa Davalos Louis Leterrier Action Adventure Fantasy,unknown
Paul Verhoeven,Ronny Cox,Rachel Ticotin,Marshall Bell,Action Sci-Fi,total recall,Ronny Cox Rachel Ticotin Marshall Bell Paul Verhoeven Action Sci-Fi,unknown
John McTiernan,Tony Curran,Vladimir Kulich,Clive Russell,Action Adventure History,the 13th warrior,Tony Curran Vladimir Kulich Clive Russell John McTiernan Action Adventure History,unknown
Tony Gilroy,Jeremy Renner,Scott Glenn,Stacy Keach,Action Adventure Thriller,the bourne legacy,Jeremy Renner Scott Glenn Stacy Keach Tony Gilroy Action Adventure Thriller,unknown
Joel Schumacher,Michael Gough,Vivica A. Fox,John Glover,Action,batman & robin,Michael Gough Vivica A. Fox John Glover Joel Schumacher Action,unknown
Ron Howard,Clint Howard,T.J. Thyne,Molly Shannon,Comedy Family Fantasy,how the grinch stole christmas,Clint Howard T.J. Thyne Molly Shannon Ron Howard Comedy Family Fantasy,unknown
Roland Emmerich,Jake Gyllenhaal,Dennis Quaid,Sela Ward,Action Adventure Sci-Fi Thriller,the day after tomorrow,Jake Gyllenhaal Dennis Quaid Sela Ward Roland Emmerich Action Adventure Sci-Fi Thriller,unknown
John Woo,Tom Cruise,Dougray Scott,Richard Roxburgh,Action Adventure Thriller,mission: impossible ii,Tom Cruise Dougray Scott Richard Roxburgh John Woo Action Adventure Thriller,unknown
Wolfgang Petersen,Karen Allen,Mary Elizabeth Mastrantonio,Bob Gunton,Action Adventure Drama Thriller,the perfect storm,Karen Allen Mary Elizabeth Mastrantonio Bob Gunton Wolfgang Petersen Action Adventure Drama Thriller,unknown
Tim Story,Chris Evans,Ioan Gruffudd,Andre Braugher,Action Adventure Sci-Fi Thriller,fantastic 4: rise of the silver surfer,Chris Evans Ioan Gruffudd Andre Braugher Tim Story Action Adventure Sci-Fi Thriller,unknown
Ang Lee,Suraj Sharma,Rafe Spall,Tabu,Adventure Drama Fantasy,life of pi,Suraj Sharma Rafe Spall Tabu Ang Lee Adventure Drama Fantasy,unknown
Mark Steven Johnson,Nicolas Cage,Matt Long,Peter Fonda,Action Fantasy Thriller,ghost rider,Nicolas Cage Matt Long Peter Fonda Mark Steven Johnson Action Fantasy Thriller,unknown
Paul Greengrass,Matt Damon,Riz Ahmed,Ato Essandoh,Action Thriller,jason bourne,Matt Damon Riz Ahmed Ato Essandoh Paul Greengrass Action Thriller,unknown
McG,Demi Moore,Bernie Mac,Justin Theroux,Action Adventure Comedy Crime,charlie's angels: full throttle,Demi Moore Bernie Mac Justin Theroux McG Action Adventure Comedy Crime,unknown
